CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
13850,128,1,1595.48,2,1,4,7,🌱 Regular Buyers
13851,95,3,2651.46,2,3,5,10,💼 Loyal Customers
13853,56,1,1090.1399999999999,3,1,4,8,🌱 Regular Buyers
13854,8,25,8109.5199999999995,5,5,5,15,💎 Champions
13856,168,3,388.5,2,3,2,7,🌱 Regular Buyers
13858,56,1,216.17000000000002,3,1,1,5,⚠️ At Risk / Lost
13859,325,1,201.16,1,1,1,3,⚠️ At Risk / Lost
13860,0,5,1245.9,5,4,4,13,💎 Champions
13862,17,8,2209.36,4,5,5,14,💎 Champions
13863,247,1,305.78,1,1,2,4,⚠️ At Risk / Lost
13865,57,4,501.56,3,4,3,10,💼 Loyal Customers
13866,73,1,145.67,2,1,1,4,⚠️ At Risk / Lost
13867,30,3,1005.09,4,3,4,11,💼 Loyal Customers
13868,6,2,3192.54,5,2,5,12,💎 Champions
13869,122,4,3083.65,2,4,5,11,💼 Loyal Customers
13870,1,8,2770.94,5,5,5,15,💎 Champions
13871,22,13,6403.25,4,5,5,14,💎 Champions
13873,119,3,389.6,2,3,2,7,🌱 Regular Buyers
13874,357,1,540.45,1,1,3,5,⚠️ At Risk / Lost
13875,53,5,1786.79,3,4,4,11,💼 Loyal Customers
13876,63,1,122.7,3,1,1,5,⚠️ At Risk / Lost
13877,85,1,117.24,2,1,1,4,⚠️ At Risk / Lost
13878,54,1,1271.57,3,1,4,8,🌱 Regular Buyers
13880,20,13,3219.77,4,5,5,14,💎 Champions
13881,3,20,17159.52,5,5,5,15,💎 Champions
13882,2,5,1191.13,5,4,4,13,💎 Champions
13883,10,5,2674.48,5,4,5,14,💎 Champions
13884,6,5,787.6,5,4,3,12,💎 Champions
13885,188,2,506.8,1,2,3,6,🌱 Regular Buyers
13886,70,1,243.56,3,1,1,5,⚠️ At Risk / Lost
13887,203,1,349.55,1,1,2,4,⚠️ At Risk / Lost
13888,119,2,595.67,2,2,3,7,🌱 Regular Buyers
13889,92,1,416.9,2,1,2,5,⚠️ At Risk / Lost
13890,0,10,1883.81,5,5,4,14,💎 Champions
13892,26,4,632.97,4,4,3,11,💼 Loyal Customers
13893,297,1,821.1,1,1,3,5,⚠️ At Risk / Lost
13894,23,3,564.62,4,3,3,10,💼 Loyal Customers
13895,27,4,2593.07,4,4,5,13,💎 Champions
13897,49,1,311.16,3,1,2,6,🌱 Regular Buyers
13898,325,1,155.93,1,1,1,3,⚠️ At Risk / Lost
13899,15,2,388.52,4,2,2,8,🌱 Regular Buyers
13900,182,3,740.95,1,3,3,7,🌱 Regular Buyers
13901,71,5,2867.2,3,4,5,12,💎 Champions
13904,36,2,332.64,3,2,2,7,🌱 Regular Buyers
13908,79,4,2369.55,2,4,5,11,💼 Loyal Customers
13911,56,9,2580.91,3,5,5,13,💎 Champions
13914,11,2,626.45,5,2,3,10,💼 Loyal Customers
13917,49,2,272.04,3,2,2,7,🌱 Regular Buyers
13918,49,2,1212.84,3,2,4,9,💼 Loyal Customers
13919,58,2,384.81,3,2,2,7,🌱 Regular Buyers
13922,351,1,172.25,1,1,1,3,⚠️ At Risk / Lost
13923,53,1,351.13,3,1,2,6,🌱 Regular Buyers
13924,1,6,1838.85,5,5,4,14,💎 Champions
13925,92,4,678.25,2,4,3,9,💼 Loyal Customers
13926,22,1,223.85,4,1,1,6,🌱 Regular Buyers
13927,74,1,348.99,2,1,2,5,⚠️ At Risk / Lost
13928,10,4,464.57,5,4,2,11,💼 Loyal Customers
13929,168,2,842.65,2,2,3,7,🌱 Regular Buyers
13930,57,2,337.34,3,2,2,7,🌱 Regular Buyers
13931,95,2,1237.53,2,2,4,8,🌱 Regular Buyers
13932,294,1,307.4,1,1,2,4,⚠️ At Risk / Lost
13933,108,2,608.79,2,2,3,7,🌱 Regular Buyers
13934,263,1,922.1,1,1,3,5,⚠️ At Risk / Lost
13936,179,1,376.58,1,1,2,4,⚠️ At Risk / Lost
13937,168,1,158.85,2,1,1,4,⚠️ At Risk / Lost
13938,34,1,71.66,3,1,1,5,⚠️ At Risk / Lost
13939,22,3,568.55,4,3,3,10,💼 Loyal Customers
13940,16,4,839.14,4,4,3,11,💼 Loyal Customers
13941,21,5,5112.96,4,4,5,13,💎 Champions
13946,78,3,561.5699999999999,2,3,3,8,🌱 Regular Buyers
13947,64,1,90.6,3,1,1,5,⚠️ At Risk / Lost
13948,360,1,102.0,1,1,1,3,⚠️ At Risk / Lost
13949,2,6,2427.3199999999997,5,5,5,15,💎 Champions
13950,10,4,745.06,5,4,3,12,💎 Champions
13951,175,3,674.45,2,3,3,8,🌱 Regular Buyers
13952,217,2,3251.0699999999997,1,2,5,8,🌱 Regular Buyers
13953,6,7,3515.68,5,5,5,15,💎 Champions
13954,1,2,439.92,5,2,2,9,💼 Loyal Customers
13955,153,2,322.96,2,3,2,7,🌱 Regular Buyers
13956,4,5,1019.27,5,4,4,13,💎 Champions
13959,78,3,594.04,2,3,3,8,🌱 Regular Buyers
13960,20,2,230.22,4,3,1,8,🌱 Regular Buyers
13962,21,2,169.54999999999998,4,3,1,8,🌱 Regular Buyers
13963,307,4,664.54,1,4,3,8,🌱 Regular Buyers
13967,145,1,80.7,2,1,1,4,⚠️ At Risk / Lost
13969,6,18,9024.17,5,5,5,15,💎 Champions
13971,18,8,2758.2599999999998,4,5,5,14,💎 Champions
13972,70,2,190.25,3,3,1,7,🌱 Regular Buyers
13973,286,1,264.7,1,1,2,4,⚠️ At Risk / Lost
13974,48,1,413.59,3,1,2,6,🌱 Regular Buyers
13975,30,6,2461.24,4,5,5,14,💎 Champions
13976,206,1,357.98,1,1,2,4,⚠️ At Risk / Lost
13978,14,2,196.79,4,3,1,8,🌱 Regular Buyers
13979,72,1,869.87,2,1,3,6,🌱 Regular Buyers
13980,59,1,200.14000000000001,3,1,1,5,⚠️ At Risk / Lost
13982,38,4,1871.81,3,4,4,11,💼 Loyal Customers
13983,29,12,2603.43,4,5,5,14,💎 Champions
13984,26,5,920.51,4,4,3,11,💼 Loyal Customers
13985,3,15,7060.13,5,5,5,15,💎 Champions
13986,16,1,320.46,4,1,2,7,🌱 Regular Buyers
13988,19,6,4147.96,4,5,5,14,💎 Champions
13989,65,2,1266.08,3,3,4,10,💼 Loyal Customers
13990,212,1,311.3,1,1,2,4,⚠️ At Risk / Lost
13991,11,6,852.88,5,5,3,13,💎 Champions
13992,29,1,76.8,4,1,1,6,🌱 Regular Buyers
13993,42,9,3466.36,3,5,5,13,💎 Champions
13994,3,6,2274.14,5,5,5,15,💎 Champions
13995,14,5,1393.69,4,4,4,12,💎 Champions
13999,9,12,3901.81,5,5,5,15,💎 Champions
14000,210,1,635.66,1,1,3,5,⚠️ At Risk / Lost
14001,45,3,2043.08,3,3,4,10,💼 Loyal Customers
14002,133,2,529.73,2,3,3,8,🌱 Regular Buyers
14004,42,7,4582.64,3,5,5,13,💎 Champions
14005,9,5,2874.72,5,4,5,14,💎 Champions
14006,115,3,962.19,2,3,4,9,💼 Loyal Customers
14009,197,2,695.61,1,3,3,7,🌱 Regular Buyers
14012,277,1,328.8,1,1,2,4,⚠️ At Risk / Lost
14013,109,3,473.02,2,3,2,7,🌱 Regular Buyers
14014,76,1,505.18,2,1,3,6,🌱 Regular Buyers
14015,52,1,917.34,3,1,3,7,🌱 Regular Buyers
14016,161,4,4341.21,2,4,5,11,💼 Loyal Customers
14019,46,3,1421.61,3,3,4,10,💼 Loyal Customers
14020,16,2,642.8,4,3,3,10,💼 Loyal Customers
14021,154,3,631.9,2,3,3,8,🌱 Regular Buyers
14022,224,1,440.0,1,1,2,4,⚠️ At Risk / Lost
14023,6,2,584.0699999999999,5,3,3,11,💼 Loyal Customers
14024,121,2,327.7,2,3,2,7,🌱 Regular Buyers
14027,60,1,104.82,3,1,1,5,⚠️ At Risk / Lost
14029,62,2,467.66,3,3,2,8,🌱 Regular Buyers
14030,17,8,2358.84,4,5,5,14,💎 Champions
14031,6,19,17286.86,5,5,5,15,💎 Champions
14032,1,11,2975.59,5,5,5,15,💎 Champions
14034,21,3,648.89,4,3,3,10,💼 Loyal Customers
14035,28,5,1428.02,4,4,4,12,💎 Champions
14036,284,1,626.65,1,1,3,5,⚠️ At Risk / Lost
14037,175,2,147.2,2,3,1,6,🌱 Regular Buyers
14038,77,3,1560.38,2,3,4,9,💼 Loyal Customers
14039,32,1,152.2,4,1,1,6,🌱 Regular Buyers
14040,40,12,3560.32,3,5,5,13,💎 Champions
14041,265,1,141.41,1,1,1,3,⚠️ At Risk / Lost
14044,26,4,646.42,4,4,3,11,💼 Loyal Customers
14045,108,4,1659.75,2,4,4,10,💼 Loyal Customers
14046,283,1,154.98999999999998,1,1,1,3,⚠️ At Risk / Lost
14047,8,5,1308.6100000000001,5,4,4,13,💎 Champions
14048,304,1,409.93,1,1,2,4,⚠️ At Risk / Lost
14049,16,4,5578.72,4,4,5,13,💎 Champions
14050,31,2,746.36,4,3,3,10,💼 Loyal Customers
14051,0,23,15610.39,5,5,5,15,💎 Champions
14052,19,1,225.36,4,1,1,6,🌱 Regular Buyers
14053,123,2,260.25,2,3,2,7,🌱 Regular Buyers
14054,64,1,92.46000000000001,3,1,1,5,⚠️ At Risk / Lost
14055,105,1,725.64,2,1,3,6,🌱 Regular Buyers
14056,0,23,8152.71,5,5,5,15,💎 Champions
14057,23,17,6211.66,4,5,5,14,💎 Champions
14059,266,1,183.6,1,1,1,3,⚠️ At Risk / Lost
14060,4,19,6140.42,5,5,5,15,💎 Champions
14062,9,12,10464.85,5,5,5,15,💎 Champions
14064,28,5,1334.34,4,4,4,12,💎 Champions
14066,266,1,152.55,1,1,1,3,⚠️ At Risk / Lost
14067,63,2,374.7,3,3,2,8,🌱 Regular Buyers
14068,319,1,265.85,1,1,2,4,⚠️ At Risk / Lost
14071,3,8,1437.57,5,5,4,14,💎 Champions
14073,31,1,151.04,4,1,1,6,🌱 Regular Buyers
14075,4,3,942.26,5,3,4,12,💎 Champions
14076,128,1,118.67,2,1,1,4,⚠️ At Risk / Lost
14077,40,5,499.42,3,4,3,10,💼 Loyal Customers
14078,101,6,1049.3700000000001,2,5,4,11,💼 Loyal Customers
14079,124,1,375.1,2,1,2,5,⚠️ At Risk / Lost
14080,32,1,45.599999999999994,4,1,1,6,🌱 Regular Buyers
14081,301,2,921.62,1,3,3,7,🌱 Regular Buyers
14082,364,1,182.25,1,1,1,3,⚠️ At Risk / Lost
14083,3,9,1002.9,5,5,4,14,💎 Champions
14085,1,18,4421.29,5,5,5,15,💎 Champions
14087,2,1,191.47,5,1,1,7,🌱 Regular Buyers
14088,9,13,50491.81,5,5,5,15,💎 Champions
14089,56,1,158.75,3,1,1,5,⚠️ At Risk / Lost
14090,324,1,76.32,1,1,1,3,⚠️ At Risk / Lost
14092,7,14,4076.91,5,5,5,15,💎 Champions
14093,11,1,433.86,5,1,2,8,🌱 Regular Buyers
14096,3,17,65164.79,5,5,5,15,💎 Champions
14098,36,1,147.35,3,1,1,5,⚠️ At Risk / Lost
14099,15,11,3104.17,4,5,5,14,💎 Champions
14100,137,1,191.95,2,1,1,4,⚠️ At Risk / Lost
14101,73,6,5976.79,2,5,5,12,💎 Champions
14102,4,5,1105.88,5,4,4,13,💎 Champions
14104,154,2,216.21,2,3,1,6,🌱 Regular Buyers
14105,238,1,1266.23,1,1,4,6,🌱 Regular Buyers
14107,51,7,2703.23,3,5,5,13,💎 Champions
14108,30,2,597.91,4,3,3,10,💼 Loyal Customers
14109,72,1,144.2,2,1,1,4,⚠️ At Risk / Lost
14110,3,12,5683.15,5,5,5,15,💎 Champions
14111,13,4,692.85,4,4,3,11,💼 Loyal Customers
14112,22,7,2915.15,4,5,5,14,💎 Champions
14113,3,4,1840.42,5,4,4,13,💎 Champions
14114,273,2,386.53,1,3,2,6,🌱 Regular Buyers
14116,19,5,1382.74,4,4,4,12,💎 Champions
14117,143,1,90.0,2,1,1,4,⚠️ At Risk / Lost
14121,3,4,2780.15,5,4,5,14,💎 Champions
14124,83,1,419.58,2,1,2,5,⚠️ At Risk / Lost
14125,10,3,2720.63,5,3,5,13,💎 Champions
14126,7,3,706.13,5,3,3,11,💼 Loyal Customers
14127,122,3,709.71,2,3,3,8,🌱 Regular Buyers
14128,60,2,637.5,3,3,3,9,💼 Loyal Customers
14129,1,5,1123.86,5,4,4,13,💎 Champions
14130,318,1,480.91,1,1,2,4,⚠️ At Risk / Lost
14132,1,11,3586.0299999999997,5,5,5,15,💎 Champions
14133,129,3,605.64,2,3,3,8,🌱 Regular Buyers
14135,1,15,4690.31,5,5,5,15,💎 Champions
14138,1,2,965.88,5,3,4,12,💎 Champions
14139,45,1,415.82,3,1,2,6,🌱 Regular Buyers
14140,3,2,935.05,5,3,4,12,💎 Champions
14141,2,4,915.13,5,4,3,12,💎 Champions
14142,372,1,311.81,1,1,2,4,⚠️ At Risk / Lost
14143,133,1,115.8,2,1,1,4,⚠️ At Risk / Lost
14145,46,4,3742.2,3,4,5,12,💎 Champions
14146,8,5,4191.0,5,4,5,14,💎 Champions
14147,77,2,483.4,2,3,2,7,🌱 Regular Buyers
14148,233,1,157.2,1,1,1,3,⚠️ At Risk / Lost
14149,220,1,446.62,1,1,2,4,⚠️ At Risk / Lost
14150,35,2,658.64,3,3,3,9,💼 Loyal Customers
14152,74,2,621.29,2,3,3,8,🌱 Regular Buyers
14154,238,2,1345.62,1,3,4,8,🌱 Regular Buyers
14155,265,1,118.75,1,1,1,3,⚠️ At Risk / Lost
14156,9,55,117210.08,5,5,5,15,💎 Champions
14157,19,2,424.89,4,3,2,9,💼 Loyal Customers
14158,39,1,507.65999999999997,3,1,3,7,🌱 Regular Buyers
14159,19,11,4630.35,4,5,5,14,💎 Champions
14161,215,3,1097.62,1,3,4,8,🌱 Regular Buyers
14162,173,2,289.36,2,3,2,7,🌱 Regular Buyers
14163,86,4,2445.91,2,4,5,11,💼 Loyal Customers
14164,70,2,1631.77,3,3,4,10,💼 Loyal Customers
14165,275,1,120.44,1,1,1,3,⚠️ At Risk / Lost
14167,38,4,562.59,3,4,3,10,💼 Loyal Customers
14171,97,1,363.79,2,1,2,5,⚠️ At Risk / Lost
14173,10,4,450.84,5,4,2,11,💼 Loyal Customers
14174,32,1,134.46,4,1,1,6,🌱 Regular Buyers
14175,59,3,3222.3,3,3,5,11,💼 Loyal Customers
14176,296,4,576.9,1,4,3,8,🌱 Regular Buyers
14177,85,4,549.46,2,4,3,9,💼 Loyal Customers
14178,8,7,1600.26,5,5,4,14,💎 Champions
14179,40,2,701.57,3,3,3,9,💼 Loyal Customers
14180,10,25,4748.5199999999995,5,5,5,15,💎 Champions
14184,66,1,452.89,3,1,2,6,🌱 Regular Buyers
14185,330,1,197.65,1,1,1,3,⚠️ At Risk / Lost
14188,30,6,2054.36,4,5,4,13,💎 Champions
14189,1,15,4654.08,5,5,5,15,💎 Champions
14191,1,13,4684.76,5,5,5,15,💎 Champions
14193,67,2,853.39,3,3,3,9,💼 Loyal Customers
14194,4,21,11349.52,5,5,5,15,💎 Champions
14195,201,2,1012.0,1,3,4,8,🌱 Regular Buyers
14196,106,1,335.52,2,1,2,5,⚠️ At Risk / Lost
14198,17,4,701.4,4,4,3,11,💼 Loyal Customers
14199,217,1,185.39999999999998,1,1,1,3,⚠️ At Risk / Lost
14201,59,7,747.4399999999999,3,5,3,11,💼 Loyal Customers
14204,1,1,150.61,5,1,1,7,🌱 Regular Buyers
14205,16,2,466.7,4,3,2,9,💼 Loyal Customers
14206,238,1,328.15999999999997,1,1,2,4,⚠️ At Risk / Lost
14208,94,1,151.74,2,1,1,4,⚠️ At Risk / Lost
14209,10,6,2073.43,5,5,5,15,💎 Champions
14210,105,6,1905.84,2,5,4,11,💼 Loyal Customers
14211,52,9,2241.1,3,5,5,13,💎 Champions
14212,89,1,1070.48,2,1,4,7,🌱 Regular Buyers
14214,30,5,1004.38,4,4,4,12,💎 Champions
14215,11,6,1789.72,5,5,4,14,💎 Champions
14216,2,4,1839.3,5,4,4,13,💎 Champions
14217,1,17,2004.98,5,5,4,14,💎 Champions
14218,42,1,169.48,3,1,1,5,⚠️ At Risk / Lost
14219,3,1,89.94,5,1,1,7,🌱 Regular Buyers
14220,246,2,632.4,1,3,3,7,🌱 Regular Buyers
14221,41,9,3432.8,3,5,5,13,💎 Champions
14222,176,1,683.17,2,1,3,6,🌱 Regular Buyers
14223,91,3,991.13,2,3,4,9,💼 Loyal Customers
14224,109,4,1009.73,2,4,4,10,💼 Loyal Customers
14226,28,5,2214.79,4,4,5,13,💎 Champions
14227,25,10,3350.96,4,5,5,14,💎 Champions
14229,51,3,1547.2,3,3,4,10,💼 Loyal Customers
14231,183,3,925.71,1,3,3,7,🌱 Regular Buyers
14232,42,5,2048.07,3,4,4,11,💼 Loyal Customers
14233,48,4,1462.72,3,4,4,11,💼 Loyal Customers
14234,21,4,754.12,4,4,3,11,💼 Loyal Customers
14235,74,5,3144.86,2,4,5,11,💼 Loyal Customers
14236,80,2,490.86,2,3,3,8,🌱 Regular Buyers
14237,372,1,161.0,1,1,1,3,⚠️ At Risk / Lost
14238,325,1,146.85,1,1,1,3,⚠️ At Risk / Lost
14239,42,11,2380.85,3,5,5,13,💎 Champions
14240,29,2,890.34,4,3,3,10,💼 Loyal Customers
14241,183,1,213.7,1,1,1,3,⚠️ At Risk / Lost
14242,234,2,280.55,1,3,2,6,🌱 Regular Buyers
14243,8,10,2588.77,5,5,5,15,💎 Champions
14245,219,2,1693.45,1,3,4,8,🌱 Regular Buyers
14246,110,3,1474.06,2,3,4,9,💼 Loyal Customers
14247,277,1,136.77,1,1,1,3,⚠️ At Risk / Lost
14248,317,1,302.58,1,1,2,4,⚠️ At Risk / Lost
14250,6,3,1904.05,5,3,4,12,💎 Champions
14251,1,5,2879.7,5,4,5,14,💎 Champions
14256,259,2,969.06,1,3,4,8,🌱 Regular Buyers
14257,63,5,3099.72,3,4,5,12,💎 Champions
14258,8,9,12669.98,5,5,5,15,💎 Champions
14259,141,1,120.0,2,1,1,4,⚠️ At Risk / Lost
14261,50,2,1163.45,3,3,4,10,💼 Loyal Customers
14262,7,8,2618.23,5,5,5,15,💎 Champions
14264,154,2,333.97,2,3,2,7,🌱 Regular Buyers
14265,108,2,530.18,2,3,3,8,🌱 Regular Buyers
14267,162,3,1516.24,2,3,4,9,💼 Loyal Customers
14270,331,1,492.65,1,1,3,5,⚠️ At Risk / Lost
14271,225,1,112.32,1,1,1,3,⚠️ At Risk / Lost
14272,73,2,437.96,2,3,2,7,🌱 Regular Buyers
14273,50,4,559.97,3,4,3,10,💼 Loyal Customers
14276,98,3,1119.74,2,3,4,9,💼 Loyal Customers
14277,14,3,4188.0,4,3,5,12,💎 Champions
14280,196,1,134.04,1,1,1,3,⚠️ At Risk / Lost
14282,2,15,3701.44,5,5,5,15,💎 Champions
14284,30,2,595.25,4,3,3,10,💼 Loyal Customers
14285,20,4,1910.01,4,4,4,12,💎 Champions
14286,23,3,4628.75,4,3,5,12,💎 Champions
14287,7,3,176.63,5,3,1,9,💼 Loyal Customers
14288,212,1,426.59999999999997,1,1,2,4,⚠️ At Risk / Lost
14289,8,6,911.26,5,5,3,13,💎 Champions
14290,10,5,2314.65,5,4,5,14,💎 Champions
14291,1,11,3883.25,5,5,5,15,💎 Champions
14292,7,9,4871.93,5,5,5,15,💎 Champions
14293,2,4,1046.56,5,4,4,13,💎 Champions
14295,39,1,166.2,3,1,1,5,⚠️ At Risk / Lost
14297,17,4,1305.33,4,4,4,12,💎 Champions
14298,7,44,51527.3,5,5,5,15,💎 Champions
14299,7,9,3965.62,5,5,5,15,💎 Champions
14300,18,1,43.2,4,1,1,6,🌱 Regular Buyers
14301,116,1,640.14,2,1,3,6,🌱 Regular Buyers
14304,222,1,383.45,1,1,2,4,⚠️ At Risk / Lost
14305,70,3,1858.96,3,3,4,10,💼 Loyal Customers
14306,50,2,2093.32,3,3,5,11,💼 Loyal Customers
14307,88,6,2995.72,2,5,5,12,💎 Champions
14309,7,9,2352.53,5,5,5,15,💎 Champions
14311,242,1,310.26,1,1,2,4,⚠️ At Risk / Lost
14312,46,6,1611.59,3,5,4,12,💎 Champions
14314,106,1,120.0,2,1,1,4,⚠️ At Risk / Lost
14315,44,6,2481.13,3,5,5,13,💎 Champions
14317,64,1,508.58,3,1,3,7,🌱 Regular Buyers
14320,206,2,477.78999999999996,1,3,2,6,🌱 Regular Buyers
14321,10,5,1530.75,5,4,4,13,💎 Champions
14323,114,2,605.06,2,3,3,8,🌱 Regular Buyers
14326,241,1,183.85,1,1,1,3,⚠️ At Risk / Lost
14327,162,1,311.65,2,1,2,5,⚠️ At Risk / Lost
14329,16,7,4975.24,4,5,5,14,💎 Champions
14331,123,2,462.65999999999997,2,3,2,7,🌱 Regular Buyers
14332,22,3,840.21,4,3,3,10,💼 Loyal Customers
14333,67,1,415.2,3,1,2,6,🌱 Regular Buyers
14334,16,8,2552.21,4,5,5,14,💎 Champions
14335,15,2,454.86,4,3,2,9,💼 Loyal Customers
14336,16,4,1614.91,4,4,4,12,💎 Champions
14338,160,2,588.22,2,3,3,8,🌱 Regular Buyers
14339,242,1,309.52,1,1,2,4,⚠️ At Risk / Lost
14340,218,1,134.7,1,1,1,3,⚠️ At Risk / Lost
14341,44,8,2166.98,3,5,5,13,💎 Champions
14342,20,4,668.56,4,4,3,11,💼 Loyal Customers
14344,126,8,889.93,2,5,3,10,💼 Loyal Customers
14345,38,1,108.98,3,1,1,5,⚠️ At Risk / Lost
14346,120,2,1021.58,2,3,4,9,💼 Loyal Customers
14348,259,1,409.57,1,1,2,4,⚠️ At Risk / Lost
14349,9,1,133.5,5,1,1,7,🌱 Regular Buyers
14350,273,1,282.93,1,1,2,4,⚠️ At Risk / Lost
14351,164,1,51.0,2,1,1,4,⚠️ At Risk / Lost
14352,156,4,1078.96,2,4,4,10,💼 Loyal Customers
14353,214,1,90.6,1,1,1,3,⚠️ At Risk / Lost
14354,5,2,163.62,5,3,1,9,💼 Loyal Customers
14355,365,1,174.4,1,1,1,3,⚠️ At Risk / Lost
14356,79,2,701.23,2,3,3,8,🌱 Regular Buyers
14357,42,1,225.12,3,1,1,5,⚠️ At Risk / Lost
14359,18,3,912.18,4,3,3,10,💼 Loyal Customers
14360,31,4,2118.03,4,4,5,13,💎 Champions
14362,21,1,151.5,4,1,1,6,🌱 Regular Buyers
14364,108,8,3717.35,2,5,5,12,💎 Champions
14367,7,16,9227.82,5,5,5,15,💎 Champions
14368,319,1,155.0,1,1,1,3,⚠️ At Risk / Lost
14371,294,1,100.5,1,1,1,3,⚠️ At Risk / Lost
14373,357,1,76.55,1,1,1,3,⚠️ At Risk / Lost
14375,184,1,235.56,1,1,1,3,⚠️ At Risk / Lost
14377,190,2,617.05,1,3,3,7,🌱 Regular Buyers
14379,43,2,348.1,3,3,2,8,🌱 Regular Buyers
14381,51,1,202.68,3,1,1,5,⚠️ At Risk / Lost
14382,25,1,615.49,4,1,3,8,🌱 Regular Buyers
14383,37,3,1247.69,3,3,4,10,💼 Loyal Customers
14385,8,3,202.11,5,3,1,9,💼 Loyal Customers
14386,296,1,142.4,1,1,1,3,⚠️ At Risk / Lost
14387,32,3,1727.6,4,3,4,11,💼 Loyal Customers
14388,9,8,3212.84,5,5,5,15,💎 Champions
14389,64,2,1043.46,3,3,4,10,💼 Loyal Customers
14390,9,9,4642.57,5,5,5,15,💎 Champions
14393,217,1,67.95,1,1,1,3,⚠️ At Risk / Lost
14395,1,9,3479.91,5,5,5,15,💎 Champions
14396,64,2,487.99,3,3,3,9,💼 Loyal Customers
14397,2,19,2612.96,5,5,5,15,💎 Champions
14400,148,1,574.7,2,1,3,6,🌱 Regular Buyers
14401,3,13,4051.48,5,5,5,15,💎 Champions
14403,129,4,1475.81,2,4,4,10,💼 Loyal Customers
14404,33,6,1449.32,3,5,4,12,💎 Champions
14406,118,1,156.75,2,1,1,4,⚠️ At Risk / Lost
14407,106,6,2157.73,2,5,5,12,💎 Champions
14408,10,7,2599.03,5,5,5,15,💎 Champions
14409,70,6,2059.45,3,5,5,13,💎 Champions
14410,91,9,1100.27,2,5,4,11,💼 Loyal Customers
14411,310,1,1063.0,1,1,4,6,🌱 Regular Buyers
14412,42,2,770.03,3,3,3,9,💼 Loyal Customers
14413,361,1,121.05,1,1,1,3,⚠️ At Risk / Lost
14414,91,7,1496.98,2,5,4,11,💼 Loyal Customers
14415,0,13,5855.57,5,5,5,15,💎 Champions
14416,21,2,490.22,4,3,3,10,💼 Loyal Customers
14418,3,3,1937.25,5,3,4,12,💎 Champions
14419,10,6,1051.79,5,5,4,14,💎 Champions
14420,98,1,387.52,2,1,2,5,⚠️ At Risk / Lost
14421,56,2,813.11,3,3,3,9,💼 Loyal Customers
14422,0,6,4263.64,5,5,5,15,💎 Champions
14423,217,1,265.2,1,1,2,4,⚠️ At Risk / Lost
14424,17,1,322.08,4,1,2,7,🌱 Regular Buyers
14426,23,10,4481.67,4,5,5,14,💎 Champions
14427,49,2,363.34000000000003,3,3,2,8,🌱 Regular Buyers
14428,6,5,1224.06,5,4,4,13,💎 Champions
14431,302,1,470.36,1,1,2,4,⚠️ At Risk / Lost
14432,9,6,2248.5,5,5,5,15,💎 Champions
14434,21,6,1372.8,4,5,4,13,💎 Champions
14436,98,1,89.06,2,1,1,4,⚠️ At Risk / Lost
14437,365,1,63.0,1,1,1,3,⚠️ At Risk / Lost
14438,305,1,131.9,1,1,1,3,⚠️ At Risk / Lost
14439,319,1,2661.24,1,1,5,7,🌱 Regular Buyers
14440,7,5,2357.68,5,4,5,14,💎 Champions
14441,0,4,1712.89,5,4,4,13,💎 Champions
14442,204,2,1589.82,1,3,4,8,🌱 Regular Buyers
14443,53,4,1420.2,3,4,4,11,💼 Loyal Customers
14446,0,4,1010.35,5,4,4,13,💎 Champions
14447,18,5,1163.23,4,4,4,12,💎 Champions
14448,8,2,375.34999999999997,5,3,2,10,💼 Loyal Customers
14449,18,4,885.8,4,4,3,11,💼 Loyal Customers
14450,180,3,483.25,1,3,2,6,🌱 Regular Buyers
14451,59,2,643.9,3,3,3,9,💼 Loyal Customers
14452,10,2,259.05,5,3,2,10,💼 Loyal Customers
14453,189,1,119.93,1,1,1,3,⚠️ At Risk / Lost
14456,4,9,3017.28,5,5,5,15,💎 Champions
14457,310,1,113.64,1,1,1,3,⚠️ At Risk / Lost
14459,154,1,1837.92,2,1,4,7,🌱 Regular Buyers
14460,109,3,434.34,2,3,2,7,🌱 Regular Buyers
14461,147,3,2103.06,2,3,5,10,💼 Loyal Customers
14462,65,11,1980.57,3,5,4,12,💎 Champions
14463,97,3,529.62,2,3,3,8,🌱 Regular Buyers
14465,246,3,1038.44,1,3,4,8,🌱 Regular Buyers
14466,28,7,2272.4,4,5,5,14,💎 Champions
14467,17,4,596.26,4,4,3,11,💼 Loyal Customers
14470,11,2,461.19,5,3,2,10,💼 Loyal Customers
14472,103,8,1852.67,2,5,4,11,💼 Loyal Customers
14473,73,2,234.34,2,3,1,6,🌱 Regular Buyers
14474,45,1,547.66,3,1,3,7,🌱 Regular Buyers
14475,71,3,925.85,3,3,3,9,💼 Loyal Customers
14476,256,1,193.0,1,1,1,3,⚠️ At Risk / Lost
14477,19,4,1309.6,4,4,4,12,💎 Champions
14479,253,2,316.25,1,3,2,6,🌱 Regular Buyers
14480,10,1,279.05,5,1,2,8,🌱 Regular Buyers
14481,164,2,636.51,2,3,3,8,🌱 Regular Buyers
14482,17,6,2022.81,4,5,4,13,💎 Champions
14483,281,1,137.1,1,1,1,3,⚠️ At Risk / Lost
14484,49,1,321.92,3,1,2,6,🌱 Regular Buyers
14485,38,1,162.8,3,1,1,5,⚠️ At Risk / Lost
